DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[a]pyrene,,,0.16,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,0.26,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,0.26,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[e]pyrene,,,0.12,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[e]pyrene,,,0.12,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[ghi]perylene,,Extractable,0.09,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[ghi]perylene,,Extractable,0.09,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[k]fluoranthene,,Extractable,0.1,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[k]fluoranthene,,Extractable,0.1,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,"Dibenz[a,h]anthracene",,,0.02,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,"Dibenz[a,h]anthracene",,,0.02,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Fluoranthene,,Extractable,0.46,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Fluoranthene,,Extractable,0.46,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Fluorene,,Extractable,0.05,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Fluorene,,Extractable,0.05,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,0.09,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,0.09,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Naphthalene,,Extractable,0.03,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Naphthalene,,Extractable,0.03,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Phenanthrene,,Extractable,0.18,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Phenanthrene,,Extractable,0.18,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Pyrene,,Extractable,0.32,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Pyrene,,Extractable,0.32,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Acenaphthene,,Extractable,0.32,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Acenaphthene,,Extractable,0.32,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Acenaphthylene,,Extractable,0.44,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Acenaphthylene,,Extractable,0.44,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Anthracene,,Extractable,12,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Anthracene,,Extractable,12,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benz[a]anthracene,,,2.3,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benz[a]anthracene,,,2.3,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[a]pyrene,,,1.8,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[a]pyrene,,,1.8,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,2.3,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,2.3,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[e]pyrene,,,1,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[e]pyrene,,,1,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[ghi]perylene,,Extractable,0.75,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[ghi]perylene,,Extractable,0.75,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[k]fluoranthene,,Extractable,0.89,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Benzo[k]fluoranthene,,Extractable,0.89,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,"Dibenz[a,h]anthracene",,,0.25,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,"Dibenz[a,h]anthracene",,,0.25,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Fluoranthene,,Extractable,5.4,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Fluoranthene,,Extractable,5.4,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Fluorene,,Extractable,4.7,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Fluorene,,Extractable,4.7,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,0.92,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,0.92,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Naphthalene,,Extractable,0.91,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Naphthalene,,Extractable,0.91,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Phenanthrene,,Extractable,12,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Phenanthrene,,Extractable,12,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Pyrene,,Extractable,3.8,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,MCDS,March Creek WS DS,45.282676,-66.049784,WGS84,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2022-07-06,,,,,,,Pyrene,,Extractable,3.8,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Acenaphthene,,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Acenaphthene,,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Acenaphthylene,,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Acenaphthylene,,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Anthracene,,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Anthracene,,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Benz[a]anthracene,,,0.01,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Benz[a]anthracene,,,0.01,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Benzo[a]pyrene,,,0.005,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Benzo[a]pyrene,,,0.005,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Benzo[e]pyrene,,,0.005,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Benzo[e]pyrene,,,0.005,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Benzo[ghi]perylene,,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Benzo[ghi]perylene,,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Benzo[k]fluoranthene,,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Benzo[k]fluoranthene,,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,"Dibenz[a,h]anthracene",,,0.005,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,"Dibenz[a,h]anthracene",,,0.005,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Fluoranthene,,Extractable,0.01,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Fluoranthene,,Extractable,0.01,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Fluorene,,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Fluorene,,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,0.005,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Naphthalene,,Extractable,0.02,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Naphthalene,,Extractable,0.02,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Phenanthrene,,Extractable,0.01,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Phenanthrene,,Extractable,0.01,mg/kg,Calculated,,,,,,,Sediment PAH,ENV/CANADA,,,,,RPC,
ACAP Saint John: Sediment PAHs,HC-NS,Hazen Creek Nearshore,45.257228,-66.022186,WGS84,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2022-07-14,,,,,,,Pyrene,,Extractable,0.01,mg/kg,Calculated,,,,,,,Sediment PH,ENV/CANADA,,,,,RPC,
